WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..Gals.,EUR_o..Mstb.,Length,NStages,TotalFluid_Comp,Total_Proppant,Nrecords
469,764,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38328,2004,31.7314,-101.9924,10510,40,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10008.0,267522.0,0.0,190900.0,277530.0,46.11910418,2058,4,187750.0,312500.0,9
435,704,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38328,2004,31.7225,-101.9655,10510,40,40,WFMP,SPBR_L --> WFMP,3.0,6,0.0,7512.0,215473.0,0.0,175460.0,222985.0,17.58,1806,4,291951.0,164423.0,8
456,744,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38331,2004,31.73909,-101.97508,11100,40,Sub 20,WFMP,SPBR_U --> WFMP,1.0,1,426888.0,0.0,0.0,0.0,349710.0,426888.0,39.38,1863,1,292000.0,301000.0,2
468,763,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38347,2004,31.782490000000003,-102.208,11005,40,Over 160,WFMP,SPBR_L --> WFMP,1.0,1,407484.0,0.0,0.0,0.0,349430.0,407484.0,27.99322887,1824,1,342300.0,291940.0,1
1014,1694,E,APACHE CORPORATION,REAGAN,38349,2004,31.46022,-101.6608,8284,80,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,367506.0,0.0,360000.0,367506.0,32.42348826,2444,1,1116990.0,785427.0,1
407,661,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38356,2005,31.8199,-102.06746,10905,40,80,WFMP,SPBR_L --> WFMP,1.0,1,407064.0,0.0,0.0,0.0,351360.0,407064.0,61.45273928,2407,5,326264.0,261469.0,10
1009,1686,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38360,2005,31.560190000000002,-101.65163000000001,8270,80,40,SPBR_L,SPBR_U --> SPBR_L,3.0,6,0.0,3750.0,198744.0,0.0,471400.0,202494.0,13.54044625,2589,1,26000.0,929500.0,2
1022,1703,E,APACHE CORPORATION,REAGAN,38361,2005,31.48903,-101.63363000000001,8229,80,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,19.688,2133,5,1868400.0,1125000.0,10
1006,1682,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38361,2005,31.465220000000002,-101.70543,9254,80,40,WFMP,CLFK --> WFMP,5.0,10,0.0,11000.0,319452.0,0.0,509510.0,330452.0,21.748,2809,1,22000.0,881000.0,2
1008,1685,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38362,2005,31.47835,-101.71422,9274,80,40,WFMP,SPBR_U --> WFMP,5.0,10,0.0,11000.0,334278.0,0.0,509190.0,345278.0,29.26563545,2783,2,1130607.0,1210974.0,4
457,745,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38363,2005,31.740859999999998,-102.01584,11000,40,80,WFMP,SPBR_L --> WFMP,1.0,1,448770.0,0.0,0.0,0.0,34300.0,448770.0,58.85414189,1823,1,329532.0,325190.0,1
476,776,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38368,2005,31.774590000000003,-102.03484,10125,80,80,WFMP,SPBR_U --> WFMP,2.0,4,0.0,8000.0,522000.0,0.0,334000.0,530000.0,49.55407614,1767,1,330246.0,430710.0,1
453,739,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38371,2005,31.8204,-102.03263000000001,10900,80,80,WFMP,SPBR_L --> WFMP,1.0,1,433650.0,0.0,0.0,0.0,331320.0,433650.0,45.952,1076,1,300510.0,200690.0,1
449,729,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38371,2005,31.7375,-102.06435,10510,40,160,WFMP,SPBR_U --> WFMP,3.0,6,0.0,7000.0,205335.0,0.0,161200.0,212335.0,35.008,1953,4,293927.0,191500.0,8
1025,1706,E,APACHE CORPORATION,REAGAN,38375,2005,31.49672,-101.64934000000001,8298,80,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,33.524,1605,3,214592.0,473280.0,8
1026,1707,E,APACHE CORPORATION,REAGAN,38375,2005,31.49853,-101.6409,8280,80,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,28.088,1564,3,196946.0,668600.0,6
1023,1704,E,APACHE CORPORATION,REAGAN,38376,2005,31.49751,-101.62751,8287,80,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,13.56,2510,1,32000.0,1130000.0,2
1017,1698,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38377,2005,31.48419,-101.67185,9260,160,40,WFMP,SPBR_L --> WFMP,5.0,10,0.0,12500.0,364098.0,0.0,386631.0,376598.0,32.711999999999996,2540,1,1077468.0,759409.0,1
1007,1684,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38377,2005,31.46773,-101.71091,9270,40,20,WFMP,CLFK --> WFMP,6.0,12,0.0,14000.0,415998.0,0.0,530458.0,429998.0,36.86935873,2834,1,21000.0,968500.0,2
966,1614,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38377,2005,31.572709999999997,-101.74805,8662,80,20,WFMP,CLFK --> WFMP,3.0,6,0.0,5000.0,219198.0,0.0,475750.0,224198.0,57.10141561,2638,9,902106.0,996200.0,18
479,780,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38377,2005,31.706809999999997,-102.04947,10515,40,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,285717.0,0.0,188421.0,295717.0,29.68,1636,3,210968.0,472910.0,6
1027,1709,E,APACHE CORPORATION,REAGAN,38381,2005,31.511909999999997,-101.63203,8283,40,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,18.928,1563,3,2541052.0,472550.0,8
1028,1710,E,APACHE CORPORATION,REAGAN,38382,2005,31.50115,-101.64613,8326,40,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,33.756,1609,3,200972.0,307850.0,8
15,32,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,38383,2005,31.671490000000002,-101.5849,8240,80,20,WFMP,SPBR_U --> WFMP,4.0,8,0.0,10500.0,270297.0,0.0,488570.0,280797.0,28.60094527,1555,3,200445.0,471870.0,6
461,753,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38388,2005,31.7139,-101.9865,10505,40,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,290937.0,0.0,190497.0,300937.0,26.348715500000004,1639,3,204432.0,476220.0,6
1015,1695,E,APACHE CORPORATION,REAGAN,38390,2005,31.51264,-101.64542,8360,40,40,WFMP,CLFK --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,20.312,1943,5,1928200.0,1125000.0,10
452,738,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38390,2005,31.7093,-102.0551,10520,40,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,294159.0,0.0,190780.0,304159.0,27.688000000000002,1182,2,175750.0,200270.0,4
1024,1705,E,APACHE CORPORATION,REAGAN,38390,2005,31.499340000000004,-101.65454,8314,80,40,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,383200.0,0.0,100450.0,383200.0,26.991999999999997,2504,1,1114764.0,792882.0,1
1016,1697,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38396,2005,31.48515,-101.69561,9315,80,40,WFMP,SPBR_U --> WFMP,5.0,10,0.0,11000.0,343812.0,0.0,508200.0,354812.0,35.592,2458,1,1163568.0,808989.0,1
1019,1700,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38397,2005,31.458859999999998,-101.71693,9350,80,20,WFMP,SPBR_U --> WFMP,5.0,10,0.0,11000.0,350616.0,0.0,511960.0,361616.0,26.428,2412,1,1146810.0,807254.0,1
463,757,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38405,2005,31.7096,-102.0373,10525,80,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,290025.0,0.0,194860.0,300025.0,41.716,2011,4,297292.0,191000.0,8
1018,1699,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38417,2005,31.49829,-101.67627,9319,40,20,WFMP,SPBR_U --> WFMP,5.0,10,0.0,11000.0,334782.0,0.0,508260.0,345782.0,28.35819288,2490,1,1200486.0,736298.0,1
992,1661,E,APACHE CORPORATION,REAGAN,38419,2005,31.444059999999997,-101.61534,8282,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,22.39416894,1080,1,1058190.0,859683.0,1
1021,1702,E,APACHE CORPORATION,REAGAN,38420,2005,31.446720000000003,-101.66954,8259,80,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,20.695,2955,10,1888630.0,961467.0,20
455,743,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38430,2005,31.6979,-102.0868,10510,40,80,WFMP,SPBR_L --> WFMP,3.0,6,0.0,7000.0,191460.0,0.0,145509.0,198460.0,48.332,2114,2,475000.0,273000.0,4
1020,1701,E,APACHE CORPORATION,REAGAN,38433,2005,31.54337,-101.67703,8374,40,40,WFMP,CLFK --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,19.968,3084,1,1303890.0,1056000.0,1
1029,1711,E,APACHE CORPORATION,REAGAN,38435,2005,31.52303,-101.66633,8310,40,40,WFMP,CLFK --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,37.72,1559,3,202316.0,311100.0,8
460,752,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38439,2005,31.7157,-101.9768,10530,80,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,284428.0,0.0,170481.0,294428.0,46.052,1654,3,205303.0,471910.0,6
1031,1714,E,APACHE CORPORATION,REAGAN,38444,2005,31.50804,-101.666,8360,40,80,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,17.676,1573,3,201980.0,468860.0,8
990,1656,E,APACHE CORPORATION,REAGAN,38446,2005,31.53,-101.65522,8327,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,41.123999999999995,3381,5,1312098.0,1512942.0,10
1034,1719,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38447,2005,31.490040000000004,-101.69573000000001,9334,80,20,WFMP,SPBR_U --> WFMP,5.0,10,0.0,11000.0,359560.0,0.0,506667.0,370560.0,44.232,983,1,140135.0,284000.0,1
1037,1724,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38448,2005,31.47772,-101.70042,9270,40,40,WFMP,SPBR_U --> WFMP,5.0,11,0.0,11000.0,348487.0,0.0,506310.0,359487.0,63.044,1689,1,189420.0,290250.0,1
1036,1723,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38453,2005,31.46632,-101.68399000000001,9206,80,40,WFMP,CLFK --> WFMP,5.0,11,0.0,12000.0,345066.0,0.0,509690.0,357066.0,51.59316437,1665,1,138440.0,290080.0,1
1035,1720,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38458,2005,31.48023,-101.70591999999999,9250,160,40,WFMP,SPBR_U --> WFMP,5.0,11,0.0,12000.0,348664.0,0.0,501200.0,360664.0,38.388000000000005,1636,3,212501.0,487320.0,8
1040,1727,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38465,2005,31.4668,-101.715,9260,40,20,WFMP,SPBR_U --> WFMP,5.0,10,0.0,8500.0,343866.0,0.0,503360.0,352366.0,35.16005354,1659,1,222222.0,289940.0,1
475,772,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38465,2005,31.817890000000002,-102.07704,10937,80,80,WFMP,SPBR_L --> WFMP,1.0,1,430542.0,0.0,0.0,0.0,350840.0,430542.0,48.18907111,2061,1,477666.0,543040.0,2
1044,1736,E,APACHE CORPORATION,REAGAN,38467,2005,31.43957,-101.66677,8327,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,28.22,1660,1,212226.0,290950.0,1
466,760,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38472,2005,31.7297,-101.9668,10510,80,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,288510.0,0.0,193420.0,298510.0,65.73508381,1920,4,305337.0,182494.0,7
487,803,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38476,2005,31.6865,-101.9583,10520,40,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,287063.0,0.0,181077.0,297063.0,43.88399999999999,1941,4,275369.0,187800.0,8
1045,1737,E,APACHE CORPORATION,REAGAN,38480,2005,31.51718,-101.6425,8322,20,40,WFMP,CLFK --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,24.644000000000002,1831,1,113000.0,284000.0,1
1043,1733,E,APACHE CORPORATION,REAGAN,38481,2005,31.43548,-101.65264,8239,40,20,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,20.25828222,1668,1,189966.0,291891.0,1
465,759,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38482,2005,31.7223,-102.0551,10513,40,Sub 20,WFMP,SPBR_U --> WFMP,3.0,6,0.0,7000.0,208341.0,0.0,169384.0,215341.0,17.387999999999998,2037,4,280240.0,173500.0,8
1047,1743,E,APACHE CORPORATION,REAGAN,38482,2005,31.503079999999997,-101.63808,8265,20,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,29.104,1650,1,172536.0,289760.0,1
472,767,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38485,2005,31.853679999999997,-102.03837,11478,80,Sub 20,WFMP,SPBR_U --> WFMP,1.0,2,152000.0,2000.0,0.0,0.0,175000.0,154000.0,74.9528507,1931,4,294650.0,172000.0,8
16,33,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,38487,2005,31.77613,-101.59246,10255,80,80,WFMP,CLFK --> WFMP,1.0,1,398454.0,0.0,0.0,0.0,521740.0,398454.0,39.1412402,1763,2,383200.0,100450.0,2
1033,1716,E,APACHE CORPORATION,REAGAN,38494,2005,31.52373,-101.67990999999999,8359,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,49.332032899999994,1665,3,197595.0,472560.0,8
1048,1744,E,APACHE CORPORATION,REAGAN,38506,2005,31.493059999999996,-101.66586,8310,80,20,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,22.072,1687,3,212020.0,454404.0,8
1032,1715,E,APACHE CORPORATION,REAGAN,38506,2005,31.52115,-101.67469,8370,80,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,17.352,1672,3,201236.0,470760.0,6
482,787,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38511,2005,31.6835,-101.9893,10515,20,Over 160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,287630.0,0.0,190640.0,297630.0,48.6,2052,4,298374.0,155640.0,8
1377,2285,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,38515,2005,31.6513,-101.9777,10515,40,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,283373.0,0.0,187351.0,293373.0,27.552,1563,4,221379.0,541144.0,8
489,805,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38520,2005,31.846659999999996,-102.06198,11485,80,80,WFMP,SPBR_U --> WFMP,2.0,4,0.0,15000.0,426000.0,0.0,264000.0,441000.0,83.324,2403,1,394800.0,350290.0,1
1042,1730,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38530,2005,31.60121,-101.63805,8325,80,40,SPBR_L,SPBR_U --> SPBR_L,3.0,6,0.0,5000.0,193864.0,0.0,471000.0,198864.0,17.6,1672,1,194062.0,290380.0,1
470,765,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38536,2005,31.6603,-102.07,10510,160,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,275566.0,0.0,191540.0,285566.0,42.732,1958,4,289737.0,181220.0,7
1046,1738,E,APACHE CORPORATION,REAGAN,38538,2005,31.537540000000003,-101.65328000000001,8339,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,40.668,1673,1,197292.0,291310.0,1
1041,1729,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38543,2005,31.570259999999998,-101.63923,8345,160,40,SPBR_L,SPBR_U --> SPBR_L,3.0,6,0.0,5000.0,184813.0,0.0,471000.0,189813.0,13.952,1674,1,188664.0,292490.0,1
471,766,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38546,2005,31.6579,-102.0781,10500,160,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,291913.0,0.0,188640.0,301913.0,46.864,1923,4,290146.0,149500.0,8
464,758,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38546,2005,31.7168,-102.0396,10530,80,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,280780.0,0.0,190200.0,290780.0,28.53084338,1871,4,268005.0,163000.0,8
1052,1748,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,38547,2005,31.602829999999997,-101.62998,8290,80,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,195492.0,0.0,470520.0,200492.0,16.38451018,1610,3,200760.0,470980.0,8
484,790,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38548,2005,31.78865,-101.82521,8850,80,20,WFMP,SPBR_L --> WFMP,2.0,4,0.0,3500.0,150962.0,0.0,370720.0,154462.0,31.136,1922,4,282658.0,174000.0,8
1060,1763,E,APACHE CORPORATION,REAGAN,38549,2005,31.442120000000003,-101.66592,8272,40,20,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,18.104,1661,3,197649.0,472280.0,7
1058,1761,E,APACHE CORPORATION,REAGAN,38550,2005,31.51572,-101.64001999999999,8325,20,20,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,24.416,2460,3,204202.0,471451.0,8
1053,1749,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38553,2005,31.570090000000004,-101.65913,8335,160,40,SPBR_L,SPBR_U --> SPBR_L,3.0,6,0.0,5000.0,185233.0,0.0,480040.0,190233.0,17.988,1702,3,200132.0,471143.0,8
454,740,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38556,2005,31.7095,-102.0862,10515,40,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,279120.0,0.0,189380.0,289120.0,38.44772302,1985,4,290277.0,171260.0,7
1055,1757,E,APACHE CORPORATION,REAGAN,38558,2005,31.428520000000002,-101.6502,8202,40,Sub 20,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,32.44123301,1584,1,187216.0,291500.0,1
492,817,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38559,2005,31.6863,-102.0874,10500,80,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,320415.0,0.0,155654.0,330415.0,33.832,2052,1,98200.0,294800.0,2
467,761,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38560,2005,31.737,-101.96799999999999,10520,40,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,287175.0,0.0,181757.0,297175.0,11.199000000000002,1824,1,345030.0,333410.0,1
1051,1747,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38564,2005,31.57995,-101.649,8360,80,Sub 20,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,182249.0,0.0,470340.0,187249.0,43.03807665,1678,3,207734.0,473100.0,8
480,781,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38565,2005,31.784159999999996,-101.86358,8985,20,40,WFMP,SPBR_L --> WFMP,2.0,4,0.0,3500.0,138030.0,0.0,337440.0,141530.0,25.23054799,1488,3,204458.0,472610.0,6
1056,1759,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38570,2005,31.5308,-101.6159,8160,80,40,SPBR_L,SPBR_U --> SPBR_L,3.0,6,0.0,5000.0,181612.0,0.0,470140.0,186612.0,27.51995035,1665,3,194042.0,472100.0,6
494,819,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38573,2005,31.813000000000002,-102.0309,10540,80,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,283385.0,0.0,190699.0,293385.0,41.208,1915,1,457338.0,357950.0,1
1061,1765,E,APACHE CORPORATION,REAGAN,38576,2005,31.42752,-101.6546,8204,40,40,WFMP,CLFK --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,37.3,1613,3,207768.0,473380.0,8
483,788,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38579,2005,31.74965,-101.99676,11102,80,80,WFMP,SPBR_L --> WFMP,1.0,1,447678.0,0.0,0.0,0.0,397760.0,447678.0,52.128,1658,3,206600.0,472040.0,6
1054,1755,E,APACHE CORPORATION,REAGAN,38580,2005,31.521559999999997,-101.63945,8303,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,33.272,2207,4,271200.0,498500.0,8
474,771,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38585,2005,31.69,-102.00783,11265,40,40,WFMP,SPBR_U --> WFMP,1.0,1,0.0,0.0,502194.0,0.0,500460.0,502194.0,68.128,1803,4,288534.0,175000.0,8
473,770,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38586,2005,31.68745,-102.00262,11250,40,40,WFMP,SPBR_L --> WFMP,1.0,1,0.0,0.0,453978.0,0.0,350670.0,453978.0,91.76799999999999,2002,1,408954.0,330430.0,1
462,756,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38586,2005,31.728,-102.0567,10525,80,40,WFMP,SPBR_U --> WFMP,4.0,8,0.0,10000.0,310632.0,0.0,183675.0,320632.0,49.84822773,1672,1,366408.0,452250.0,1
1039,1726,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38592,2005,31.51928,-101.61666,8230,160,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,189960.0,0.0,471970.0,194960.0,31.244,1675,1,185517.0,292190.0,1
1070,1782,E,APACHE CORPORATION,REAGAN,38593,2005,31.50392,-101.65398,8320,20,20,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,24.496,1688,1,166295.0,289000.0,1
1038,1725,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38593,2005,31.54317,-101.62832,8215,80,40,SPBR_L,SPBR_U --> SPBR_L,3.0,6,0.0,5000.0,158048.0,0.0,471560.0,163048.0,34.848,1683,1,144315.0,284000.0,1
1062,1767,E,APACHE CORPORATION,REAGAN,38608,2005,31.542890000000003,-101.64619,8360,40,80,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,36.55831701,1652,1,197782.0,290200.0,1
490,809,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38610,2005,31.79904,-102.04290999999999,11015,80,80,WFMP,SPBR_L --> WFMP,1.0,1,0.0,0.0,463554.0,0.0,350660.0,463554.0,29.26985004,1719,1,287616.0,466410.0,1
458,747,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38611,2005,31.86321,-101.94328,11700,40,20,WFMP,SPBR_U --> WFMP,1.0,1,354312.0,0.0,0.0,0.0,435660.0,354312.0,65.47404336,1754,1,303702.0,433490.0,1
1057,1760,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38613,2005,31.531509999999997,-101.62938,8282,40,40,WFMP,SPBR_U --> WFMP,2.0,4,0.0,3500.0,122010.0,0.0,327480.0,125510.0,35.211999999999996,2456,5,356901.0,507061.0,10
496,821,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38613,2005,31.8043,-102.0359,10510,40,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,288653.0,0.0,182317.0,298653.0,57.032,1849,3,235385.0,168390.0,6
485,796,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38615,2005,31.81198,-101.85491999999999,8814,Over 160,20,WFMP,SPBR_L --> WFMP,2.0,4,0.0,3500.0,134241.0,0.0,336760.0,137741.0,33.076,2031,4,290970.0,190000.0,8
1066,1774,E,APACHE CORPORATION,REAGAN,38621,2005,31.528000000000002,-101.68779,8451,20,20,WFMP,CLFK --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,36.764,1580,3,175200.0,475200.0,6
504,832,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38626,2005,31.8385,-101.9844,10530,80,80,WFMP,SPBR_L --> WFMP,6.0,12,0.0,14112.0,445242.0,0.0,422040.0,459354.0,21.948,2062,1,433650.0,331320.0,1
1030,1713,E,APACHE CORPORATION,REAGAN,38626,2005,31.525209999999998,-101.65785,8314,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,29.104,1576,3,207337.0,470740.0,8
1059,1762,E,APACHE CORPORATION,REAGAN,38627,2005,31.4541,-101.65391,8180,40,40,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,26.688000000000002,1673,3,195994.0,472120.0,8
1064,1769,E,APACHE CORPORATION,REAGAN,38627,2005,31.46671,-101.62439,8214,40,20,WFMP,SPBR_U --> WFMP,2.0,2,383200.0,0.0,0.0,0.0,100450.0,383200.0,20.16,1658,3,190354.0,472120.0,7
477,778,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38627,2005,31.81568,-102.03594,10980,80,80,WFMP,SPBR_L --> WFMP,1.0,1,0.0,0.0,579516.0,0.0,401720.0,579516.0,77.38134441,2091,3,304923.0,388238.0,6
503,831,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38630,2005,31.768209999999996,-101.99774000000001,10530,80,160,WFMP,SPBR_L --> WFMP,6.0,12,0.0,15960.0,458304.0,0.0,421620.0,474264.0,55.663999999999994,1963,4,304159.0,190780.0,8
