WellID,Number,Type,Depth Top,Depth Base,Fluid Amount,Fluid Units,Fluid Type,Propping Agent Amount,Propping Agent Units,Propping Agent Type,Pressure Breakdown,Injection Rate,Additive,Mesh Size,Remark
220,8,FRAC,8895,9081,,,,81000.0,LB,SAND,,,,,"DETAILS: 72000# 20/40, 9000# 20/40 SLC"
220,9,ACID,9132,9285,2016.0,GAL,A,0,undefined,undefined,,,HCL,,15%
220,10,FRAC,9132,9285,,,,81000.0,LB,SAND,,,,,"DETAILS: 72000# 20/40, 9000# 20/40 SLC"
220,11,ACID,9394,9450,2016.0,GAL,A,0,undefined,undefined,,,HCL,,15%
220,12,FRAC,9394,9450,,,,39500.0,LB,SAND,,,,,"DETAILS: 30000# 20/40, 9500# 20/40 SLC"
220,13,ACID,9630,9829,3990.0,GAL,A,0,undefined,undefined,,,HCL,,15%
220,14,FRAC,9630,9829,,,,67000.0,LB,SAND,,,,,"DETAILS: 57000# 20/40 WHITE SD, 10000# 20/40 SLC"
220,15,ACID,9892,10096,6006.0,GAL,A,0,undefined,undefined,,,HCL,,15%
220,16,FRAC,9892,10096,,,,29000.0,LB,SAND,,,,,"DETAILS: 19000# 20/40, 10000# 20/40 SLC"
221,1,FRAC,7954,9249,230000.0,GAL,GEL,229875.0,LB,SAND,,,,,
221,2,FRAC,9525,9806,153500.0,GAL,GEL,88938.0,LB,SAND,,,,,
221,3,FRAC,9835,9985,59000.0,GAL,GEL,22375.0,LB,SAND,,,,,
221,4,FRAC,10015,10241,43000.0,GAL,GEL,16500.0,LB,SAND,,,,,
222,1,ACID,7521,7697,2016.0,GAL,A,0,undefined,undefined,,,HCL,,15%
222,2,FRAC,7521,7697,,,,88000.0,LB,SAND,,,,,"DETAILS: 70000# BRADY SD, 18000# SLC"
222,3,ACID,7817,7976,2016.0,GAL,A,0,undefined,undefined,,,HCL,,15%
222,4,FRAC,7817,7976,,,,84000.0,LB,SAND,,,,,"DETAILS: 70000# BRADY SD, 14000# SLC"
222,5,ACID,8271,8374,3990.0,GAL,A,0,undefined,undefined,,,HCL,,15%
222,6,FRAC,8271,8374,,,,82500.0,LB,SAND,,,,,"DETAILS: 73500# WHITE SD, 9000# SLC"
222,7,ACID,8490,8704,3990.0,GAL,A,0,undefined,undefined,,,HCL,,15%
222,8,FRAC,8490,8704,,,,85000.0,LB,SAND,,,,,"DETAILS: 74000# WHITE SD, 11000# SLC"
222,9,ACID,9248,9435,3990.0,GAL,A,0,undefined,undefined,,,HCL,,15%
222,10,FRAC,9248,9435,,,,71000.0,LB,SAND,,,,,"DETAILS: 63000# WHITE SD, 8000# SLC"
222,11,ACID,9504,9669,6006.0,GAL,A,0,undefined,undefined,,,HCL,,15%
222,12,FRAC,9504,9669,,,,62000.0,LB,SAND,,,,,"DETAILS: 51000# WHITE SD, 11000# SLC"
222,13,ACID,9737,9876,6006.0,GAL,A,0,undefined,undefined,,,HCL,,15%
222,14,FRAC,9737,9876,,,,29000.0,LB,SAND,,,,,"DETAILS: 20000# WHITE SD, 9000# SLC"
224,1,ACID,6524,6620,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
224,2,FRAC,6524,6620,45000.0,GAL,X-LINKGEL,117000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
224,3,ACID,6792,6994,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
224,4,FRAC,6792,6994,56000.0,GAL,X-LINKGEL,136000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
224,5,ACID,7721,7865,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
224,6,FRAC,7721,7865,52000.0,GAL,X-LINKGEL,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
224,7,ACID,8340,8527,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
224,8,FRAC,8340,8527,74000.0,GAL,X-LINKGEL,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
224,9,ACID,8640,8909,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
224,10,FRAC,8640,8909,89000.0,GAL,X-LINKGEL,112000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
224,11,ACID,9246,9451,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
224,12,FRAC,9246,9451,86000.0,GAL,X-LINKGEL,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
224,13,ACID,9860,10029,6000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
224,14,FRAC,9860,10029,93000.0,GAL,X-LINKGEL,90000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
224,15,ACID,10186,10421,5000.0,GAL,A,0,undefined,undefined,,,HCL,,100 J-122 1.3 SG RCN BALL SLRS
224,16,FRAC,10186,10421,110000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 80000 GAL YF115FLEX XL BORATE GEL, NORTHERN WHITE SD"
228,1,ACID,6471,6773,3000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD ACID
228,2,FRAC,6471,6773,78000.0,GAL,X-LINKGEL,160000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF 115ST, XL BORATE GEL, SINTERLITE"
228,3,ACID,7440,7769,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD ACID
228,4,FRAC,7440,7769,87000.0,GAL,X-LINKGEL,180000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF 115ST, XL BORATE GEL, SINTERLITE"
228,5,ACID,8010,8245,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD AICD
228,6,FRAC,8010,8245,102000.0,GAL,X-LINKGEL,133000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF 115ST, XL BORATE GEL, SINTERLITE"
228,7,ACID,8321,8533,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD ACID
228,8,FRAC,8321,8533,92000.0,GAL,X-LINKGEL,110000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF 115ST, XL BORATE GEL, SINTERLITE"
228,9,ACID,9072,9293,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD ACID
228,10,FRAC,9072,9293,76000.0,GAL,X-LINKGEL,90000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF 115ST, XL BORATE GEL, SINTERLITE"
228,11,ACID,9751,9959,6000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD ACID
228,12,FRAC,9751,9959,130000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 300000 GAL SLK WTR, 100000 GAL YF 115ST, XL BORATE GEL, SINTERLITE"
228,13,ACID,10053,10287,6000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD ACID
228,14,FRAC,10053,10287,118000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 20000 GAL SLK WTR, 98000 GAL YF 115ST, XL BORATE GEL, SINTERLITE"
228,15,ACID,10510,10709,6000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: RCN BALL SLRS
228,16,FRAC,10510,10709,96000.0,GAL,FLUD,50000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 20000 GAL SLK WTR, 76000 GAL YF 115ST, XL BORATE GEL, SINTERLITE"
229,1,ACID,6454,6797,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
229,2,FRAC,6454,6797,88000.0,GAL,X-LINKGEL,180000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, WHITE SD"
229,3,ACID,7434,7741,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
229,4,FRAC,7434,7741,86000.0,GAL,X-LINKGEL,164000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, WHITE SD"
229,5,ACID,7980,8207,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
229,6,FRAC,7980,8207,98000.0,GAL,X-LINKGEL,122000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, WHITE SD"
229,7,ACID,8250,8579,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
229,8,FRAC,8250,8579,113000.0,GAL,X-LINKGEL,143000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, WHITE SD"
229,9,ACID,9061,9316,6000.0,GAL,A,0,undefined,undefined,,,HCL,,
229,10,FRAC,9061,9316,81000.0,GAL,X-LINKGEL,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, WHITE SD"
229,11,ACID,9751,9984,6000.0,GAL,A,0,undefined,undefined,,,HCL,,
229,12,FRAC,9751,9984,130000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 100000 GAL YF115ST, XLINK BORATE GEL, SINTERLITE PROP"
229,13,ACID,10046,10301,6000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: HCL, 120 J-122 103 SG RCN BALL SLRS"
229,14,FRAC,10046,10301,118000.0,GAL,FLUD,78000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 20000 GAL SLK WTR, 98000 GAL YF115ST, XLINK BORATE GEL, SINTERLITE"
230,1,ACID,6451,6779,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
230,2,FRAC,6451,6779,86000.0,GAL,FLUD,180000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 86000 GAL YF115ST, XL BORATE GEL, 180000# NORTHERN WHITE SD"
230,3,ACID,7428,7731,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
230,4,FRAC,7428,7731,86000.0,GAL,X-LINKGEL,164000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 86000 GAL YF115ST, XL BORATE GEL, 164000# NORTHERN WHITE SD"
230,5,ACID,7974,8251,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
230,6,FRAC,7974,8251,111000.0,GAL,X-LINKGEL,140000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 111000 GAL YF115ST, XL BORATE GEL, 140000# NORTHERN WHITE SD"
230,7,ACID,8345,8568,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
230,8,FRAC,8345,8568,93000.0,GAL,X-LINKGEL,109000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 93000 GAL YF115ST, XL BORATE GEL, 109000# NORTHERN WHITE SD"
230,9,ACID,9038,9288,6000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
230,10,FRAC,9038,9288,89000.0,GAL,FLUD,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 89000 GAL YF115ST, XL BORATE GEL SYSTEM, 100000# SINTERLITE PROP"
230,11,ACID,9734,9968,6000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
230,12,FRAC,9734,9968,130000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 100000 GAL YF115ST, XL BORATE GEL, 75000# SINTERLITE PROP"
230,13,ACID,10051,10271,6000.0,GAL,A,0,undefined,undefined,,,HCL,,RCN BALL SLRS
230,14,FRAC,10051,10271,118000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 20000 GAL SLK WTR, 98000 GAL YF115ST, XL BORATE GEL, 75000# SINTERLITE PROP"
231,1,ACID,7499,7821,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD
231,2,FRAC,7499,7821,79000.0,GAL,X-LINKGEL,162000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
231,3,ACID,8002,8237,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS:WOLFBERRY SPEARHEAD
231,4,FRAC,8002,8237,98000.0,GAL,X-LINKGEL,122000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
231,5,ACID,8322,8553,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD
231,6,FRAC,8322,8553,98000.0,GAL,X-LINKGEL,122000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
231,7,ACID,8852,9171,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD
231,8,FRAC,8852,9171,107000.0,GAL,X-LINKGEL,130000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
231,9,ACID,9241,9471,4000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD
231,10,FRAC,9241,9471,76000.0,GAL,X-LINKGEL,90000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
231,11,ACID,9762,9953,6000.0,GAL,A,0,undefined,undefined,,,HCL,,DETAILS: WOLFBERRY SPEARHEAD
231,12,FRAC,9762,9953,116000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 86000 GAL YF115ST, XLINKED BORATE GEL, SINTERLITE PROP"
231,13,ACID,10054,10334,6000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS:, RCN BALL SLRS"
231,14,FRAC,10054,10334,4872000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 86000 GAL YF115ST, XLINKED BORATE GEL, SINTERLITE PROP"
232,1,ACID,7481,7779,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
232,2,FRAC,7481,7779,79000.0,GAL,X-LINKGEL,162000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
232,3,ACID,7980,8189,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
232,4,FRAC,7980,8189,98000.0,GAL,X-LINKGEL,122000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
232,5,ACID,8293,8519,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
232,6,FRAC,8293,8519,98000.0,GAL,X-LINKGEL,122000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
232,7,ACID,8948,9131,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
232,8,FRAC,8948,9131,78000.0,GAL,X-LINKGEL,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
232,9,ACID,9193,9537,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
232,10,FRAC,9193,9537,102000.0,GAL,X-LINKGEL,120000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
232,11,ACID,9727,9919,6000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
232,12,FRAC,9727,9919,116000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 86000 GAL YF115ST, XL BORATE GEL SYSTEM, SINTERLITE PROPPANT"
232,13,ACID,10014,10315,6000.0,GAL,A,0,undefined,undefined,,,HCL,,RCN BALL SLRS
232,14,FRAC,10014,10315,116000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 86000 GAL YF115ST, XL BORATE GEL, SINTERLITE PROP"
234,1,ACID,7578,7740,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
234,2,FRAC,7578,7740,69000.0,GAL,X-LINKGEL,169000.0,LB,SAND,,,BRKR,20/40,"DETAILS: YF 115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
234,3,ACID,8182,8191,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
234,4,FRAC,8182,8191,91000.0,GAL,X-LINKGEL,121000.0,LB,SAND,,,BRKR,20/40,"DETAILS: YF 115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
234,5,ACID,8442,8451,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
234,6,FRAC,8442,8451,49000.0,GAL,X-LINKGEL,65500.0,LB,SAND,,,BRKR,20/40,"DETAILS: YF 115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
234,7,ACID,9100,9109,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
234,8,FRAC,9100,9109,49000.0,GAL,X-LINKGEL,65500.0,LB,SAND,,,BRKR,20/40,"DETAILS: YF 115ST, ,XLINKED BORATE GEL, NORTHERN WHITE SD"
234,9,ACID,9285,9574,4000.0,GAL,A,0,undefined,undefined,,,HCL,,
234,10,FRAC,9285,9574,98000.0,GAL,X-LINKGEL,114000.0,LB,SAND,,,BRKR,20/40,"DETAILS: YF 115ST, XLINKED BORATE GEL, NORTHERN WHITE SD"
234,11,FRAC,9737,9897,103000.0,GAL,FLUD,75000.0,LB,SAND,,,BRKR,20/40,"DETAILS: 30000 GAL SLK WTR, 73000 GAL YF 115ST, XLINKED BORATE GEL, ECONOPROP"
234,12,ACID,10004,10297,6000.0,GAL,A,0,undefined,undefined,,,HCL,,
234,13,FRAC,10004,10297,123000.0,GAL,FLUD,75000.0,LB,SAND,,,BRKR,20/40,"DETAILS: 30000 GAL SLK WTR, 93000 GAL YF 115ST, XLINKED BORATE GEL, ECONOPROP"
235,1,ACID,7452,7779,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
235,2,FRAC,7452,7779,82000.0,GAL,X-LINKGEL,170000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
235,3,ACID,8072,8200,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
235,4,FRAC,8072,8200,83500.0,GAL,X-LINKGEL,120000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
235,5,ACID,8334,8494,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
235,6,FRAC,8334,8494,74000.0,GAL,X-LINKGEL,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
235,7,ACID,8940,9125,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
235,8,FRAC,8940,9125,80000.0,GAL,X-LINKGEL,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
235,9,ACID,9185,9307,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
235,10,FRAC,9185,9307,57500.0,GAL,X-LINKGEL,68000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF115ST, XL BORATE GEL, NORTHERN WHITE SD"
235,11,ACID,9532,9922,6000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
235,12,FRAC,9532,9922,116500.0,GAL,FLUD,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 86500 GAL YF115ST, XL BORATE GEL, ECONOPROP"
235,13,ACID,10078,10325,6500.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: WOLFBERRY SPEARHEAD ACID, 125 J-122, 1.3 SG RCN BALL SLRS"
235,14,FRAC,10078,10325,110000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000GAL SLK WTR, 80000 GAL YF115ST, XL BORATE GEL, ECONOPROP"
236,1,ACID,6508,6757,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
236,2,FRAC,6508,6757,53000.0,GAL,FLUD,142000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF-120 FLEXD, XL BORATE GEL, NORTHERN WHITE SD"
236,3,ACID,6866,7159,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
236,4,FRAC,6866,7159,68000.0,GAL,FLUD,160000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF-120 FLEXD, XL BORATE GEL, NORTHERN WHITE SD"
236,5,ACID,7512,7767,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
236,6,FRAC,7512,7767,71000.0,GAL,FLUD,142000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF-120 FLEXD, XL BORATE GEL, NORTHERN WHITE SD"
236,7,ACID,8206,8327,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
236,8,FRAC,8206,8327,70000.0,GAL,FLUD,97000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF-120 FLEXD, XL BORATE GEL, NORTHERN WHITE SD"
236,9,ACID,8402,8603,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
236,10,FRAC,8402,8603,80000.0,GAL,FLUD,100000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF-120 FLEXD, XL BORATE GEL, NORTHERN WHITE SD"
236,11,ACID,9122,9345,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
236,12,FRAC,9122,9345,78000.0,GAL,FLUD,87500.0,LB,SAND,,,BIOC,20/4,"DETAILS: YF-120 FLEXD, XL BORATE GEL, NORTHERN WHITE SD"
236,13,ACID,10044,10147,5000.0,GAL,A,0,undefined,undefined,,,HCL,,125 J-122 1.3 SG RCN BALL SLRS
236,14,FRAC,10044,10147,108000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,,"DETAILS: 30000 GAL SLK WTR, 78000 GAL YF-120 FLEXD XL BORATE GEL, 75000# 20/40 NORTHERN WHITE SD"
237,1,ACID,6762,6989,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
237,2,FRAC,6762,6989,49000.0,GAL,X-LINKGEL,126000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF120FLEXD XL BORATE GEL, NORTHERN WHITE SD"
237,3,ACID,7550,7747,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
237,4,FRAC,7550,7747,68000.0,GAL,X-LINKGEL,160000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF120FLEXD XL BORATE GEL, NORTHERN WHITE SD"
237,5,ACID,8330,8603,4000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
237,6,FRAC,8330,8603,93000.0,GAL,X-LINKGEL,130000.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF120FLEXD XL BORATE GEL, NORTHERN WHITE SD"
237,7,ACID,9092,9317,6000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
237,8,FRAC,9092,9317,78000.0,GAL,X-LINKGEL,102500.0,LB,SAND,,,BIOC,20/40,"DETAILS: YF120FLEXD XL BORATE GEL, NORTHERN WHITE SD"
237,9,ACID,9808,9973,6000.0,GAL,A,0,undefined,undefined,,,HCL,,WOLFBERRY SPEARHEAD ACID
237,10,FRAC,9808,9973,104000.0,GAL,X-LINKGEL,90000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 74000 GAL YF120FLEXD XL BORATE GEL, NORTHERN WHITE SD"
237,11,ACID,10072,10189,5000.0,GAL,A,0,undefined,undefined,,,HCL,,125 J-122 1.3 SG RCN BALL SLRS
237,12,FRAC,10072,10189,108000.0,GAL,X-LINKGEL,75000.0,LB,SAND,,,BIOC,20/40,"DETAILS: 30000 GAL SLK WTR, 78000 GAL YF120FLEXD XL BORATE GEL, NORTHERN WHITE SD"
239,1,ACID,6756,7049,4000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: 15% HCL, WOLFBERRY SPEARHEAD ACID"
239,2,FRAC,6756,7049,63000.0,GAL,X-LINKGEL,160000.0,LB,SAND,,,,20/40,"DETAILS: YF120 FLEXD XL BORATE GEL, BRADY SD"
239,3,ACID,7184,7377,4000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: 15% HCL, WOLFBERRY SPEARHEAD ACID"
239,4,FRAC,7184,7377,47000.0,GAL,X-LINKGEL,120000.0,LB,SAND,,,,20/40,"DETAILS: YF120 FLEXD XL BORATE GEL, BRADY SD"
239,5,ACID,7654,7907,4000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: 15% HCL, WOLFBERRY SPEARHEAD ACID"
239,6,FRAC,7654,7907,68000.0,GAL,X-LINKGEL,135000.0,LB,SAND,,,,20/40,"DETAILS: YF120 FLEXD XL BORATE GEL, BRADY SD"
239,7,ACID,8254,8389,4000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: 15% HCL, WOLFBERRY SPEARHEAD ACID"
239,8,FRAC,8254,8389,76000.0,GAL,X-LINKGEL,106500.0,LB,SAND,,,,20/40,"DETAILS: YF120 FLEXD XL BORATE GEL, NORTHERN WHITE SD"
239,9,ACID,8468,8751,4000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: 15% HCL, WOLFBERRY SPEARHEAD ACID"
239,10,FRAC,8468,8751,90000.0,GAL,X-LINKGEL,119500.0,LB,SAND,,,,20/40,"DETAILS: YF120 FLEXD XL BORATE GEL, NORTHERN WHITE SD"
239,11,ACID,9018,9325,4000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: 15% HCL, WOLFBERRY SPEARHEAD ACID"
239,12,FRAC,9018,9325,87000.0,GAL,X-LINKGEL,113000.0,LB,SAND,,,,20/40,"DETAILS: YF120 FLEXD XL BORATE GEL, NORTHERN WHITE SD"
239,13,ACID,9882,10155,5000.0,GAL,A,0,undefined,undefined,,,HCL,,"DETAILS: 15% HCL, 125 RCN BALL SLRS"
239,14,FRAC,9882,10155,115000.0,GAL,FLUD,82000.0,LB,SAND,,,SFAC,20/40,"DETAILS: 30000 GAL SLK WTR, 85000 GAL YF120 FLEXD XL BORATE GEL, NORTHERN WHITE SD"
240,1,ACID,8218,10156,14000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
